noreg,tanggal_record,plan,aktual,reject,persentase,hadir,keterangan
2603131,2026-06-09,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan repair furnace rongtai 1ton di bagian yang retak dengan semen coil"
2601190,2026-06-10,0,86,0,100.0,✔,
2605018,2026-06-10,0,60,0,100.0,✔,Tidak ada
2605033,2026-06-10,65,65,0,100.0,✔,tidak ada
2601176,2026-06-10,0,0,0,,✔,Time management
2605012,2026-06-10,65,65,0,100.0,✔,Tidak ada
2604144,2026-06-10,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605041,2026-06-10,136,128,8,94.12,✔,maintenance
2602002,2026-06-09,20,31,0,155.0,✔,
2602002,2026-06-10,20,26,0,130.0,✔,
2605040,2026-06-09,20,20,0,100.0,✔,
2603131,2026-06-10,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan remming  furnace rongtai 1 ton"
2602006,2026-06-09,0,78,0,100.0,✔,
2602006,2026-06-10,0,33,0,100.0,✔,
2605046,2026-06-10,0,62,3,100.0,✔,
2605045,2026-06-10,0,17,0,100.0,✔,tidak ada
2605042,2026-06-09,0,10,0,100.0,✔,
2605044,2026-06-10,46,46,4,100.0,✔,tidak ada
2605039,2026-06-10,46,46,4,100.0,✔,Tidak ada
2605043,2026-06-10,134,134,0,100.0,✔,tidak ada
2603130,2026-06-10,0,65,0,100.0,✔,"gerinda Friction (20 pcs), O ring L17 (15 pcs), Bearing Housing EN 25 (5 pcs) EN 35(4 pcs) , EN 35A (21 pcs)."
2605047,2026-06-10,0,25,0,100.0,✔,Tidak ada
2605011,2026-06-10,84,84,1,100.0,✔,Tidak ada
2603146,2026-06-10,10,10,0,100.0,✔,"Pengecekan Pasir
Pengecekan Core"
2601190,2026-06-11,0,104,0,100.0,✔,mati listrik
2605018,2026-06-11,0,184,2,100.0,✔,Tidak ada
2605033,2026-06-11,60,60,0,100.0,✔,tidak ada
2605012,2026-06-11,60,60,0,100.0,✔,Tidak ada
2605041,2026-06-11,89,83,6,93.26,✔,listrik mati
2605040,2026-06-10,15,15,0,100.0,✔,repair
2601176,2026-06-11,0,0,0,,✔,Time management
2603131,2026-06-11,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan perbantuan memindahkan scrap dan merapikan area melting"
2605046,2026-06-11,0,57,2,100.0,✔,
2605042,2026-06-10,0,20,0,100.0,✔,
2603143,2026-06-10,0,9,0,100.0,✔,
2602006,2026-06-11,0,100,0,100.0,✔,
2603143,2026-06-09,0,15,0,100.0,✔,
2603143,2026-06-08,0,20,0,100.0,✔,
2602168,2026-06-11,0,65,0,100.0,✔,
2605044,2026-06-11,25,25,0,100.0,✔,tidak ada
2605039,2026-06-11,24,24,0,100.0,✔,Tidak adaa
2605045,2026-06-11,0,21,1,100.0,✔,tidak ada
2605043,2026-06-11,169,169,0,100.0,✔,Tidak ada
2604144,2026-06-11,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2603130,2026-06-11,0,15,0,100.0,✔,"gerinda duduk Cylinder Liner (15 pcs), setelah istirahat lampu mati jam 13.00-15.30 (kebersihan dan menata barang diatas palet area grinding dan shot blast)."
2603146,2026-06-11,170,170,170,100.0,✔,"Pengecekan Pasir
Pengecekan Core

Kendala :
-Trial BD gagal moulding masih missmatch
-Trial BD CB drop 6 point 46/40
-Cancel pouring karna pemadaman listrik"
2605011,2026-06-11,97,97,1,100.0,✔,Tidak ada
2605047,2026-06-11,0,110,0,100.0,✔,Tidak ada
2605042,2026-06-11,0,116,0,100.0,✔,
2605012,2026-06-12,77,77,0,100.0,✔,Tidak ada kendala
2601190,2026-06-12,0,148,0,100.0,✔,sepray macet
2605041,2026-06-12,132,128,4,96.97,✔,
2605033,2026-06-12,77,77,0,100.0,✔,tidak ada
2605018,2026-06-12,0,102,1,100.0,✔,Tidak ada
2604144,2026-06-12,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2603131,2026-06-12,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan perbantuan masak f1t rongtai dan membuat stik aluminium dan stik slag trisula sebanyak 20"
2602006,2026-06-12,0,37,0,100.0,✔,
2605046,2026-06-12,0,50,3,100.0,✔,
2605040,2026-06-11,30,30,0,100.0,✔,repair
2602168,2026-06-12,0,30,0,100.0,✔,
2605039,2026-06-12,22,22,0,100.0,✔,Tidak ada
2605044,2026-06-12,50,51,0,102.0,✔,tidak ada
2605045,2026-06-12,0,6,0,100.0,✔,tidak ada
2605043,2026-06-12,155,154,1,99.35,✔,Tidak ada
2603143,2026-06-12,0,10,2,100.0,✔,
2605047,2026-06-12,0,25,0,100.0,✔,Tidak ada
2605033,2026-06-13,36,36,0,100.0,✔,tidak ada
2603130,2026-06-13,0,34,0,100.0,✔,gerinda duduk Narrow Adaptor (12 pcs) & O Ring 170 (22 pcs).
2603130,2026-06-12,0,24,0,100.0,✔,gerinda duduk Cylinder Liner (17 pcs) & Friction (7 pcs).
2605012,2026-06-13,36,36,0,100.0,✔,Tidak ada
2601190,2026-06-13,0,130,0,100.0,✔,
2602168,2026-06-13,0,15,0,100.0,✔,
2605045,2026-06-13,0,9,1,100.0,✔,tidak ada
2605046,2026-06-13,50,50,3,100.0,✔,
2605011,2026-06-12,50,56,1,112.0,✔,Tidak ada
2605042,2026-06-12,0,24,0,100.0,✔,
2605043,2026-06-13,109,109,0,100.0,✔,Tidak ada
2605039,2026-06-13,11,11,0,100.0,✔,Tidak ada
2605046,2026-06-16,50,50,0,100.0,✔,
2605040,2026-06-13,30,34,0,113.33,✔,repair
2605018,2026-06-16,50,50,0,100.0,✔,Tidak ada
2605018,2026-06-17,50,50,1,100.0,✔,Tidak ada
2605012,2026-06-17,80,80,0,100.0,✔,Tidak ada
2605033,2026-06-17,80,80,0,100.0,✔,tidak ada
2605011,2026-06-16,130,130,0,100.0,✔,Tidak ada
2605045,2026-06-17,0,12,0,100.0,✔,tidak ada
2602168,2026-06-17,0,45,0,100.0,✔,
2605046,2026-06-17,0,46,2,100.0,✔,
2604144,2026-06-17,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2602006,2026-06-17,45,46,0,102.22,✔,
2601190,2026-06-17,0,143,0,100.0,✔,
2605011,2026-06-17,50,50,7,100.0,✔,Tidak ada
2605047,2026-06-17,0,25,0,100.0,✔,Tidak ada
2605041,2026-06-17,160,157,3,98.12,✔,
2604129,2026-06-17,0,128,0,100.0,✔,
2605033,2026-06-18,0,0,0,,✔,tidak ada
2605012,2026-06-18,0,0,0,,✔,Tidak ada
2605018,2026-06-18,0,74,0,100.0,✔,Tidak ada
2603146,2026-06-17,1,1,1,100.0,✔,Pengecekan Pasir
2602006,2026-06-18,50,50,0,100.0,✔,
2605046,2026-06-18,0,42,1,100.0,✔,
2605039,2026-06-18,150,163,0,108.67,✔,Tidak ada
2605044,2026-06-18,150,163,3,108.67,✔,tidak ada
2605045,2026-06-18,0,25,0,100.0,✔,tidak ada
2601190,2026-06-18,0,113,0,100.0,✔,
2602168,2026-06-18,0,164,0,100.0,✔,
2604144,2026-06-18,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2603131,2026-06-18,0,0,0,,✔,"Memindahkan ladle steel dan fcd dari area melting ke area ladle dengan forklift,lalu melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemindahan ladle ke burner dengan menggunakan forklift
Kendala nya cairan terlalu banyak di ladle steel dan susah untuk di bongkar"
2603130,2026-06-18,0,19,0,100.0,✔,gerinda duduk CYLINDER LINER (15 pcs) & FRICTION (4 pcs).
2603130,2026-06-17,0,28,0,100.0,✔,gerinda duduk CYLINDER LINER (14 pcs) & FRICTION (14 pcs).
2605047,2026-06-18,0,32,0,100.0,✔,Tidak ada
2605042,2026-06-17,0,32,0,100.0,✔,
2604129,2026-06-18,0,45,0,100.0,✔,
2605033,2026-06-19,35,35,0,100.0,✔,tidak ada
2605018,2026-06-19,0,80,0,100.0,✔,Tidak ada
2605046,2026-06-19,0,66,0,100.0,✔,
2602006,2026-06-19,150,150,0,100.0,✔,
2602168,2026-06-19,0,135,0,100.0,✔,
2605044,2026-06-19,135,135,0,100.0,✔,tidak ada
2605039,2026-06-19,135,135,0,100.0,✔,Tidak ada
2605045,2026-06-19,0,16,0,100.0,✔,tidak ada
2605043,2026-06-18,103,103,0,100.0,✔,Tidak ada
2605043,2026-06-19,137,137,0,100.0,✔,Tidak ada
2602002,2026-06-17,30,30,0,100.0,✔,
2602002,2026-06-18,0,0,0,,✔,
2602002,2026-06-19,30,25,0,83.33,✔,1
2604144,2026-06-19,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX.
6. Membuat jadwal produksi"
2605041,2026-06-19,78,74,4,94.87,✔,
2605047,2026-06-19,0,20,0,100.0,✔,Tidak ada
2605018,2026-06-20,0,15,1,100.0,✔,Tidak ada
2605033,2026-06-20,20,20,0,100.0,✔,tidak ada
2605046,2026-06-20,0,12,2,100.0,✔,
2605011,2026-06-19,55,55,1,100.0,✔,Tidak ada
2605011,2026-06-18,50,50,1,100.0,✔,Tidak ada
2602168,2026-06-20,0,30,0,100.0,✔,1. Clinder Liner banyak yang engine
2605044,2026-06-20,30,30,0,100.0,✔,tidak ada
2605039,2026-06-20,30,30,0,100.0,✔,tidak ada
2604129,2026-06-19,0,63,0,100.0,✔,
2605045,2026-06-20,0,7,0,100.0,✔,tidak ada
2605043,2026-06-20,87,87,0,100.0,✔,Maintenance
2605012,2026-06-20,20,20,0,100.0,✔,Tidak ada
2605042,2026-06-19,0,26,0,100.0,✔,
2603130,2026-06-19,0,15,0,100.0,✔,gerinda duduk CYLINDER LINER (10 pcs) & FRICTION (5 pcs).
2603130,2026-06-20,0,21,0,100.0,✔,gerinda duduk Spacer Block (21 pcs).
2605047,2026-06-20,0,38,0,100.0,✔,Tidak ada
2605044,2026-06-21,73,73,0,100.0,✔,tidak ada
2605039,2026-06-22,124,124,0,100.0,✔,Tidak ada
2605045,2026-06-22,0,59,11,100.0,✔,tidak ada
2603131,2026-06-20,0,0,0,,✔,"Memindahkan ladle steel dan fcd dari area melting ke area ladle dengan forklift,lalu melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pengecekan stir gearbox dan dikasih greas pada area gearbox sehabis pengecekan stir gearbox lalu sehabis pengecekan gearbox dan ladle siap buat di pakai di hari Senin lanjut merepair semen coil furnace 2 ton dan membersihkan slag"
2603146,2026-06-19,8,8,0,100.0,✔,"Pengecekan Pasir 

Kendala :
-Ada sedex yg mampet"
2605047,2026-06-22,0,38,0,100.0,✔,Fetling oring
2603130,2026-06-22,0,29,0,100.0,✔,"memotong Metal Case dari gatting (26 pcs), repair & gerinda duduk Metal Case (25 pcs), gerinda duduk Cylinder Liner (1 pcs), WK 80 (3 pcs)."
2602168,2026-06-22,0,47,0,100.0,✔,
2605033,2026-06-22,53,53,0,100.0,✔,tidak ada
2605042,2026-06-20,0,62,0,100.0,✔,
2605042,2026-06-22,0,48,0,100.0,✔,
2603143,2026-06-22,0,8,0,100.0,✔,
2604144,2026-06-22,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605043,2026-06-22,101,101,0,100.0,✔,Tidak ada
2604129,2026-06-22,0,27,0,100.0,✔,
2605012,2026-06-22,53,53,0,100.0,✔,Tidak ada
2605044,2026-06-23,46,46,0,100.0,✔,tidak ada
2605045,2026-06-23,0,9,0,100.0,✔,tidak ada
2605039,2026-06-23,46,46,0,100.0,✔,Tidak ada
2602006,2026-06-23,30,40,3,133.33,✔,
2604144,2026-06-23,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605040,2026-06-22,30,30,0,100.0,✔,repair
2605040,2026-06-23,25,25,0,100.0,✔,repair
2603146,2026-06-22,72,58,14,80.56,✔,"Pengecekan Pasir 

Kendala :
-Bracket beberapa bocor karena holding selama 3 jam nunggu hasil lab logam (moulding mengering)
-Pasir di sand storage tinggal sedikit"
2602168,2026-06-23,0,29,0,100.0,✔,
2605033,2026-06-23,28,28,0,100.0,✔,tidak ada
2603146,2026-06-23,10,9,1,90.0,✔,"Pengecekan Pasir 

Kendala : 
-Core Cylinder liner NG
-Trial Cylinder liner core nabrak moulding harus repair pattern"
2605043,2026-06-23,112,112,0,100.0,✔,Tidak ada
2603143,2026-06-23,0,13,2,100.0,✔,
2605044,2026-06-24,30,30,0,100.0,✔,tidak ada
2605045,2026-06-24,0,15,2,100.0,✔,tidak ada
2603130,2026-06-23,0,14,0,100.0,✔,gerinda duduk cylinder liner (14 pcs).
2605039,2026-06-24,30,30,0,100.0,✔,Tidak ada
2605046,2026-06-24,0,57,1,100.0,✔,
2605018,2026-06-23,0,406,7,100.0,✔,Tidak ada
2603131,2026-06-23,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan remming furnace 1 ton"
2603131,2026-06-22,0,0,0,,✔,"melakukan pembersihan sisa cairan dan slag dengan menggunakan dril lalu melakukan pengukuran ulang dimensi ladle untuk ladle fcd sehabis membuat ulang poket lalu di ukur dimensi poket dan ketinggian poket,ladle sehabis di ukur lalu di repair dengan menggunakan semen dra-zrp dan semen dra-lp526 setelah repair dengan menggunakan semen lalu rapikan ladle yang sudah repair dengan kuas dan air setelah ladle sudah siap repair lalu melakukan pemotongan aluminium sebanyak 20 dan membuat canting sebanyak 4"
2602002,2026-06-20,15,18,0,120.0,✔,
2602002,2026-06-22,30,31,0,103.33,✔,
2602002,2026-06-23,0,15,0,100.0,✔,
2606104,2026-06-23,0,99,0,100.0,✔,
2605012,2026-06-23,28,28,0,100.0,✔,Tidak ada
2605047,2026-06-23,0,20,0,100.0,✔,Tidak ada
2605047,2026-06-24,0,20,0,100.0,✔,Repair jig cylinder liner
2603130,2026-06-24,0,16,0,100.0,✔,"gerinda duduk Narrow Adaptor (5 pcs) , Metal PTO (6 pcs) , Cylinder Liner (5 pcs)."
2603131,2026-06-24,0,0,0,,✔,"Melakukan pengecekan gearbox ladle no 2 dan melakukan pembuatan canting sebanyak 4,stik aluminium sebanyak 8 , stik slag sebanyak 10 
Kendala : gearbox pada ladle no 2 susah buat di putar kembali saat cairan habis
Kendala 2 : gerinda mati dan carbon brush nya habis"
2602168,2026-06-24,0,38,0,100.0,✔,
2605033,2026-06-24,80,80,0,100.0,✔,tidak ada
2605018,2026-06-24,0,345,7,100.0,✔,Tidak ada
2605043,2026-06-24,98,98,0,100.0,✔,maintenance
2605042,2026-06-24,0,70,0,100.0,✔,
2602006,2026-06-25,60,58,2,96.67,✔,
2602006,2026-06-24,0,56,0,100.0,✔,
2606104,2026-06-24,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX."
2605044,2026-06-25,30,32,0,106.67,✔,tidak ada
2605046,2026-06-25,60,62,0,103.33,✔,
2603146,2026-06-24,117,87,30,74.36,✔,"Pengecekan Pasir 
Pengecekan Core (Banyak core bracket NG)

Kendala :
-Bracket bocor karena komposisi (di putuskan tambah bentonite 6kg ke 8kg)"
2605039,2026-06-25,30,30,0,100.0,✔,Tidak ada
2604129,2026-06-24,0,117,0,100.0,✔,Mould bocor
2605012,2026-06-24,33,33,0,100.0,✔,Tidak ada
2604129,2026-06-25,0,36,0,100.0,✔,
2603130,2026-06-25,0,14,0,100.0,✔,"gerinda duduk Brake Drum (1 pcs), Cylinder Liner (1 pcs), Spacer Block (7 pcs), Metal Case (5 pcs), potong produk dari gatting metal Case (27 pcs)."
2602168,2026-06-25,0,36,0,100.0,✔,1. Menata pipa galah ibk disuruh bu ainun
2605012,2026-06-25,141,141,0,100.0,✔,Tidak ada
2605018,2026-06-25,0,66,1,100.0,✔,Tidak ada
2605033,2026-06-25,141,141,0,100.0,✔,tidak ada
2605043,2026-06-25,90,90,0,100.0,✔,maintenance
2605042,2026-06-25,0,107,0,100.0,✔,
2602006,2026-06-26,0,50,0,100.0,✔,
2605039,2026-06-26,16,16,0,100.0,✔,Tidak ada
2605044,2026-06-26,0,20,0,100.0,✔,tidak ada
2605045,2026-06-26,0,3,0,100.0,✔,tidak ada
2605046,2026-06-26,0,55,3,100.0,✔,
2603146,2026-06-25,140,140,140,100.0,✔,"Pengecekan Pasir
Pengecekan Core 

Kendala :
-Pengecekan GCS Oring NG alhasil moulding retak oleh produksi minta OK, next mix menaikan komposisi bentonite 6>8kg"
2605047,2026-06-25,0,28,0,100.0,✔,Tidak ada
2606104,2026-06-26,15,15,0,100.0,✔,Tidak ada
2605011,2026-06-26,60,60,1,100.0,✔,tidak ada
2605041,2026-06-26,66,66,0,100.0,✔,maintenance
2605040,2026-06-25,30,60,0,200.0,✔,
2606105,2026-06-26,0,0,0,,✔,Membuat BO; sudah agak sedikit paham membuat surat jalan dan masih belajar membuat bo kendalanya tidak ada yg ngajari buat bo
2606101,2026-06-26,51,51,3,100.0,✔,Selang lepas
2602168,2026-06-26,0,79,0,100.0,✔,
2606102,2026-06-26,50,55,9,110.0,✔,Sarung tangan sudah bolong dan masih belum ada stok ganti nya
2605033,2026-06-26,70,70,0,100.0,✔,tidak ada
2605012,2026-06-26,78,78,0,100.0,✔,Tidak ada
2605018,2026-06-26,0,75,1,100.0,✔,Tidak ada
2605044,2026-06-27,0,21,0,100.0,✔,tidak ada
2605039,2026-06-27,16,16,0,100.0,✔,Tidak ada
2605045,2026-06-27,0,11,0,100.0,✔,tidak ada
2602006,2026-06-27,50,55,1,110.0,✔,
2604144,2026-06-26,0,0,0,,✔,"1. Melakukan penyebaran RPH ke setiap line produksi sesuai jadwal.
2. Mencetak ulang form produksi yang habis di area produksi.
3. Mengambil seluruh checksheet produksi dari masing-masing line.
4. Melakukan input data produksi secara berkala.
5. Menginput hasil produksi ke sistem Dynamics AX.
6. Membuat jadwal produksi"
2605046,2026-06-27,0,55,2,100.0,✔,
2605047,2026-06-26,0,13,0,100.0,✔,Tidak ada
2603130,2026-06-26,0,9,0,100.0,✔,"repair dimensi jig Cylinder Liner (8 pcs), gerinda tangan Pemberat (1 pcs)."
2603146,2026-06-26,140,72,0,51.43,✔,"Pengecekan Pasir 

Kendala :
-Bracket cancel karena pattern nyangkut
-Trial BD gagal karena moulding masih crash"
2603146,2026-06-27,0,0,0,,✔,"5R area lab pasir
Sortir barang return di FI"
2605043,2026-06-26,107,107,0,100.0,✔,maintenance
